.pl 16959
CisloKarty;NazevZbozi;NazevZbozi2;MernaJednotka;NakupCena;SazbaD;Rabat;Pocet;VPal;VKart;VFol;MinFol;CisloDodavatele;NazevDodavatele;KodZbozi;PodKodZbozi;PrumProdDen;Priznak;Zobrazovat;Pozice;DodCislo
1971$;||201110$; $;ks$;0.00$;21$;20.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
1972$;Respir·tor s ventilkem 831/1031 FFP2NRD$; $;ks$;35.80$;21$;28.00$;15$;0$;15$;0$;N$;00465$;Osapo s.r.o.$;0009$;0004$;2$; $;A$;3E81$;4411000
1973$;OdÏv montÈrkov· kombinÈza Emerton S-XL$; $;ks$;544.50$;21$;28.00$;0$;0$;0$;0$;N$;00465$;Osapo s.r.o.$;0009$;0002$;0$;O$;A$; $; 
1974$;Mop NN mikro **Plus Spontex Express$; $;ks$;95.20$;21$;27.50$;8$;0$;12$;12$;N$;00153$;Mapa spontex Volf s.r.o.$;0003$;0005$;0$; $;A$;5G21$;50274
1975$;\o\Spray RAL 4008 fialov· 400ml$; $;ks$;69.35$;21$;36.30$;0$;0$;4$;0$;N$;00984$;BARVY A LAKY HOSTIVAÿ a.s.$;0000$;0000$;0$; $;A$;3A12$; 
1976$;ätÏtec ploch˝ C 3,5  PH 81264$; $;ks$;65.82$;21$;30.10$;67$;0$;10$;0$;N$;00002$;Kartacovny a.s. Pelhrimov$;0007$;0008$;1$; $;A$;5B33$; 
1977$;WC ËistiË Krystal 5l kysel˝ modr˝$; $;kan$;97.92$;21$;25.00$;23$;0$;0$;0$;N$;00638$;Cormen Byst¯ice$;0002$;0008$;1$; $;A$;2L14$;VBCAM05098
1978$;\O\Pap.ruË.ZZ 2vr.15423-27 Cel.150$;20x150,23x25cm$;ks$;13.50$;21$;28.20$;0$;560$;20$;0$;N$;00086$;ZVG$;0000$;0000$;0$;O$;A$;6000$; 
1979$;\O\Star Spor·ky a trouby 6kg$; $;ks$;439.47$;21$;23.00$;0$;0$;0$;0$;N$;00764$;V$T s.r.o.$;0000$;0000$;0$; $;A$; $; 
1980$;||181106$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
1981$;||201110$; $;ks$;0.00$;21$;20.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
1982$;ZubnÌ kart·Ëek Spokar 3418 tvrd˝$; $;ks$;27.75$;21$;25.00$;6$;0$;12$;0$;N$;00002$;Kartacovny a.s. Pelhrimov$;0004$;0006$;0$;D$;A$;5E63$; 
1983$;|Paleta EUR - Tatrach.NE⁄»T$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00038$;TATRACHEMA CZ spol.s.r.o.$;0000$;0000$;0$; $;A$;6000$; 
1984$;ätÏtec ploch˝ C 4    PH 81264$; $;ks$;70.79$;21$;26.80$;95$;0$;10$;0$;N$;00002$;Kartacovny a.s. Pelhrimov$;0007$;0008$;1$; $;A$;5B33$; 
1985$;||190102$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
1986$;\o\Stojan na dezinfekci - z·slepky$; $;ks$;12.40$;21$;30.00$;0$;0$;0$;0$;N$;00982$;Vrabec a Vrabec s.r.o.$;0000$;0000$;0$; $;A$; $; 
1987$;||190103$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
1988$;\O\Napichov·tko ËirÈ 9cm 500ks$; $;bal$;55.08$;21$;28.00$;0$;0$;0$;0$;N$;00217$;Wimex s.r.o. Nachod$;0000$;0000$;0$; $;A$; $;66407
1989$;||210111$; $;ks$;0.00$;21$;20.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
1990$;Servoöampon *Carline* 5kg$; $;pyt$;221.20$;21$;24.10$;0$;0$;2$;0$;N$;00228$;OMA CZ, a.s. Straz p.R.$;0006$;0001$;0$; $;A$;3G34$;CAR1437
1991$;SG Mitia 400ml Honey Milk$; $;ks$;21.00$;21$;26.20$;21$;0$;12$;0$;N$;00179$;Tomil s.r.o.$;0004$;0011$;1$; $;A$;3I54$;8676
1992$;Mop KOMPLET ploch˝ Sprint PL.40 /2xkapsa$; $;ks$;481.00$;21$;27.70$;4$;0$;0$;0$;N$;01007$;Augustin Pecha-Mopservis s.r.o.$;0003$;0005$;0$; $;A$;5I00$; 
1993$;KoötÏ pr˘myslovÈ DR 250x55 s holÌ 120cm$; $;ks$;37.00$;21$;27.30$;45$;600$;5$;0$;N$;00079$;KART¡»OVNY spol. s r.o.$;0007$;0001$;3$; $;A$;5L93$;2736010
1994$;\o\Kart·Ë silniËnÌ 30cm 1068$; $;ks$;41.55$;21$;45.90$;0$;0$;10$;0$;N$;00079$;KART¡»OVNY spol. s r.o.$;0000$;0000$;0$;O$;A$;5B15$; 
1995$;S˘l pr˘myslovÈ tablety 25kg$;br·t p¯es Urbana   2xpal /105,-domluveno$;pyt$;125.00$;21$;38.80$;32$;40$;0$;0$;N$;00360$;Jaroslav Urban$;0006$;0003$;0$; $;A$;6000$; 
1996$;PapÌrovÈ ruËnÌky role 2vr Katri 2658 90m$;PK Maxi,n·vin 90m,391ut,cel,n·hr 434051$;rol$;41.72$;21$;25.40$;96$;0$;6$;0$;N$;00981$;Miroslav KuËera - Kuku papÌr$;0005$;0003$;1$; $;A$;4E25$; 
1997$;\o\Rohoû textilnÌ Nova 220x80cm olem.Ëer$; $;ks$;1301.00$;21$;28.00$;0$;0$;0$;0$;N$;01058$;VÏra NiûnÌkov· NIMPEX$;0000$;0000$;0$; $;A$; $; 
1998$;\o\N·vlek obuv jednor·zov˝ 30mi 100ks$;nepouûÌvat, pouze v˝bÏrko$;bal$;78.70$;21$;30.70$;0$;0$;10$;0$;N$;01022$;Mercator Medical s.r.o.$;0000$;0000$;1$;X$;A$;3E62$;W503100000
1999$;LÌh technick˝ 4l$; $;kan$;207.05$;21$;26.00$;7$;0$;0$;0$;N$;00029$;Severochema v.d. Liberec$;0006$;0003$;0$; $;A$;3C23$;1094992
2000$;\o\Rukavice vinyl L 100ks nepudrovanÈ$; $;kra$;69.60$;21$;41.30$;0$;0$;0$;0$;N$;00936$;VULKAN - Medical,a.s.$;0009$;0001$;0$;O$;N$; $; 
2001$;\o\D·vkovaË zpÏÚ.m˝dla 500ml Harmony$; $;ks$;190.00$;21$;39.30$;0$;0$;0$;0$;N$;00981$;Miroslav KuËera - Kuku papÌr$;0000$;0000$;0$; $;A$; $; 
2002$;\o\Renomag Plus na mytÌ ploch 25kg$; $;ks$;1598.00$;21$;28.00$;0$;0$;0$;0$;N$;00685$;Atotech - M.A.G.CZ,a.s.$;0000$;0000$;0$; $;A$; $; 
2003$;Ubrousky 1vr.33x33cm 100ks bÌlÈ$; $;ks$;8.80$;21$;25.20$;595$;648$;36$;0$;N$;00972$;BM-plus, spol.s r.o.$;0005$;0002$;0$; $;A$;5K26$;06,01,11
2004$;\o\Rohoû textilnÌ Arcos 150x60cm Ëern·$; $;Ks$;756.00$;21$;28.00$;0$;0$;0$;0$;N$;01058$;VÏra NiûnÌkov· NIMPEX$;0000$;0000$;0$; $;A$; $; 
2005$;Dr·tÏnka nerez Bright 18g 2ks        /24$;5x5cm  nov˝ n·zev Home 15g$;bal$;5.08$;21$;25.30$;282$;0$;150$;0$;N$;00590$;Zempomarket a.s. BeËv·ry$;0003$;0006$;2$; $;A$;2J44$;110004
2006$;Kart·Ë zkumavka 16 2523/726$; $;ks$;15.27$;21$;24.90$;14$;0$;10$;0$;N$;00002$;Kartacovny a.s. Pelhrimov$;0007$;0007$;0$; $;A$;5B53$; 
2007$;\o\Barva SU 2013/2430 0.75l hnÏd·$; $;ks$;114.00$;21$;23.00$;0$;0$;0$;0$;N$;00687$;Avex Liberec s.r.o.$;0000$;0000$;0$; $;A$; $; 
2008$;Opraöov·k prachu a pavuËin ohebn˝, mikro$;prateln˝ mikro 53x10, rukojet 40cm$;ks$;280.00$;21$;24.00$;4$;0$;0$;0$;N$;01007$;Augustin Pecha-Mopservis s.r.o.$;0007$;0006$;0$; $;A$;5C14$; 
2009$;\o\Sanela elektronika do pisoar˘$; $;ks$;4100.00$;21$;28.00$;0$;0$;0$;0$;N$;00838$;Richter+Fenzel$;0000$;0000$;0$; $;A$; $; 
2010$;\o\Mop NN balvnÏn˝ FW 110cm$; $;ks$;166.00$;21$;28.00$;0$;0$;0$;0$;N$;01007$;Augustin Pecha-Mopservis s.r.o.$;0000$;0000$;0$; $;A$; $; 
2011$;R˝û·k ruËnÌ DR mini 5222/861  16x5x4cm$; $;ks$;14.80$;21$;25.00$;21$;0$;6$;0$;N$;00079$;KART¡»OVNY spol. s r.o.$;0007$;0004$;0$; $;A$;5B44$;4216114
2012$;\o\⁄klidov˝ vozÌk Piccolo II$; $;ks$;4598.00$;21$;31.00$;0$;0$;0$;0$;N$;01007$;Augustin Pecha-Mopservis s.r.o.$;0000$;0000$;0$; $;A$;6000$; 
2013$;\o\M˝dlo pÏnovÈ Deli plus 880ml$; $;ks$;94.90$;21$;23.00$;0$;0$;0$;0$;N$;00906$;Merida Hradec Kr·lovÈ , s.r.o.$;0000$;0000$;0$; $;A$;6000$; 
2014$;\o\Spray RAL 6018 zelen· 400ml$; $;ks$;69.73$;21$;35.60$;0$;0$;6$;0$;N$;00984$;BARVY A LAKY HOSTIVAÿ a.s.$;0000$;0000$;0$; $;A$; $; 
2015$;\KN\Sul NaCl p.a.   25kg$; $;pyt$;743.70$;21$;23.00$;0$;0$;0$;0$;N$;00431$;VERKON, s.r.o.$;0000$;0000$;0$; $;A$; $; 
2016$;\o\WC NET aktiv·tor septiku$; $;ks$;149.00$;21$;28.00$;0$;0$;6$;0$;N$;00592$;Juraj Cop·k$;0000$;0000$;0$; $;A$; $; 
2017$;\D\Trio prach spray 300ml$; $;ks$;26.00$;21$;23.00$;0$;0$;0$;0$;N$;00024$;Druchema,druûstvo pro chem.v˝robu$;0000$;0000$;0$; $;A$; $; 
2018$;||190114$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2019$;\o\S·Ëky 30x50/15mi 200ks$; $;bal$;191.90$;21$;22.00$;0$;0$;0$;0$;N$;00245$;Lipa velkoobchod papirem s.r.o.$;0000$;0000$;0$; $;A$; $;1632
2020$;||190104$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2021$;VatovÈ tyËinky 160ks Linteo n·plÚ$; $;ks$;9.90$;21$;25.00$;94$;0$;60$;0$;N$;00140$;Melitrade a.s.$;0004$;0009$;3$; $;A$;5F42$;1001/4
2022$;||190114$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2023$;PracÌ gel Neon 1l universal$; $;ks$;53.00$;21$;15.10$;50$;0$;10$;0$;N$;00179$;Tomil s.r.o.$;0001$;0002$;0$;A$;A$;6000$;6699
2025$;VatovÈ tyËinky 100ks Linteo krabiËka$; $;ks$;8.90$;21$;25.00$;642$;0$;120$;6$;A$;00140$;Melitrade a.s.$;0004$;0009$;3$; $;A$;5F41$;1001/1
2026$;Z·sobnÌk papÌrovÈ role Prima se senzorem$; $;ks$;1499.00$;21$;30.00$;0$;0$;0$;0$;N$;00972$;BM-plus, spol.s r.o.$;0000$;0000$;0$;O$;A$;6000$;090732
2027$;||190531$; $;ks$;0.00$;21$;21.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2028$;\o\Mont·ûnÌ pÏna Soudal 500ml$; $;ks$;95.75$;21$;31.50$;0$;0$;0$;0$;N$;00984$;BARVY A LAKY HOSTIVAÿ a.s.$;0000$;0000$;0$; $;A$;6000$;516921
2029$;UtÏrka mikro Ecolab ECO 5ks Ëerven.toale$;32x32cm$;bal$;163.24$;21$;38.80$;29$;0$;0$;0$;N$;00237$;Ecolab Hygiene s.r.o.$;0003$;0001$;0$;O$;A$;2J41$;110882
2030$;\O\Puron KD 11kg$; $;ks$;466.24$;21$;23.00$;0$;0$;0$;0$;N$;00602$;MPD plus RakovnÌk$;0000$;0000$;0$; $;A$;6000$; 
2031$;Koö PVC 12L kulat˝ dÏrovan˝ ûlut˝  31x29$; $;ks$;29.90$;21$;35.10$;0$;0$;24$;0$;N$;00975$;Velkoobchod FAVE s.r.o.$;0003$;0003$;0$; $;A$; $;180001
2032$;\o\Bona TV Polisch remover mycÌ 1l$; $;ks$;223.00$;21$;26.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2033$;||180724$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2034$;\o\Rohoû textilnÌ Arcos 100x90cm Ëern·$; $;ks$;1060.00$;21$;28.00$;0$;0$;0$;0$;N$;01058$;VÏra NiûnÌkov· NIMPEX$;0000$;0000$;0$; $;A$; $; 
2035$;||200729$; $;ks$;0.00$;21$;20.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2036$;\o\Winnis Brillante 5l lesk do myËky$; $;ks$;214.92$;21$;28.00$;0$;0$;2$;0$;N$;01021$;Madel$;0000$;0000$;0$; $;A$;6000$; 
2037$;Prachovka pastel 40x52cm$; $;ks$;4.00$;21$;28.00$;84$;0$;50$;0$;N$;00155$;Litex Liberec$;0003$;0001$;2$; $;A$;4E11$; 
2038$;WC z·vÏs Larrin PlusB modro/bÌl˝ Ledov·$;40g$;ks$;12.30$;21$;39.00$;103$;0$;13$;0$;N$;00024$;Druchema,druûstvo pro chem.v˝robu$;0002$;0008$;1$; $;A$;1G51$;1053
2039$;TekutÈ m˝dlo 500ml Mitia Pomegranate$; $;ks$;23.60$;21$;24.40$;32$;0$;12$;0$;N$;00179$;Tomil s.r.o.$;0004$;0002$;3$; $;A$;2D13$;9561
2040$;||210107$; $;ks$;0.00$;21$;20.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2041$;\o\S·Ëky do vysavaËe HyClean/Miele$; $;ks$;239.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2042$;OdÏv kalhoty do pasu p·nskÈ 50-68$; $;ks$;165.40$;21$;28.00$;0$;0$;0$;0$;N$;00465$;Osapo s.r.o.$;0009$;0002$;0$;O$;A$;2F34$; 
2043$;\O\Swarfega Natural Power 4l$; $;ks$;494.10$;21$;26.00$;0$;0$;4$;0$;N$;01095$;Hygienick˝ servis s.r.o.$;0000$;0000$;0$; $;A$;2F13$; 
2044$;äampon Tania 500ml Kop¯iva$; $;ks$;13.50$;21$;26.70$;47$;0$;12$;0$;N$;00179$;Tomil  s.r.o. Vysoke Myto$;0004$;0010$;1$; $;A$;3I65$;8191
2045$;||210107$; $;ks$;0.00$;21$;20.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2046$;||190111$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2047$;||190104$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2048$;\o\ToaletnÌ papÌr 2vrs.160 Tento BÌl˝ 8k$; $;rol$;3.48$;21$;26.30$;0$;1920$;64$;0$;N$;00046$;Metsa Tissue a.s.$;0000$;0000$;0$; $;A$; $;50475
2049$;Zvon na v˝levky - obyË  v.33x10cm$;1.9. nov· NC 26,90$;ks$;26.90$;21$;26.00$;41$;0$;25$;0$;N$;00975$;Velkoobchod FAVE s.r.o.$;0003$;0008$;1$; $;A$;5C41$;152001
2050$;\o\ECO Real Green Clean WC 5kg$; $;Ks$;111.10$;21$;28.00$;0$;0$;0$;0$;N$;00001$;Zenit s.r.o. »·slav$;0000$;0000$;0$; $;A$; $; 
2051$;||190114$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2055$;\o\D·vkovaË Kennedy- d·vkovacÌ gumiËka$; $;ks$;49.00$;21$;25.00$;0$;0$;0$;0$;N$;00358$;KARKO PAPER s.r.o.$;0000$;0000$;0$; $;A$; $;16090
2056$;PapÌrovÈ ruËnÌky role 2vr PMidi9897/7371$;n·vin 55m,celuloza$;rol$;21.39$;21$;25.60$;535$;528$;12$;0$;N$;00981$;Miroslav KuËera - Kuku papÌr$;0005$;0003$;8$; $;A$;5K15$;9897/ 7371
2057$;|Paleta ObyË - PytlÌk$; $;ks$;0.00$;0$;0.00$;0$;0$;0$;0$;N$;01029$;PYTLÕK, a.s.$;0000$;0000$;0$; $;A$;6000$; 
2058$;||180104$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2059$;||180530$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2060$;PapÌrovÈ ruËnÌky role 1vr 020411 270m MA$;Matic  material TAD celuloza$;rol$;120.00$;21$;26.00$;35$;288$;6$;0$;N$;00972$;BM-plus, spol.s r.o.$;0005$;0003$;0$; $;A$;4C17$;02.04.11
2061$;\o\Renomag na mytÌ ploch 25kg$; $;ks$;1508.75$;21$;28.00$;0$;0$;0$;0$;N$;00685$;Atotech - M.A.G.CZ,a.s.$;0000$;0000$;0$; $;A$; $; 
2062$;||201126$; $;ks$;0.00$;21$;20.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2063$;\o\Univerz·l KorspÌk Premium levandul 5l$; $;ks$;182.98$;21$;28.00$;0$;0$;0$;0$;N$;00307$;KORSPOL$;0000$;0000$;0$; $;A$; $; 
2064$;\o\Ubrousky 2vr.33x33cm 250ks mix barev$; $;ks$;99.90$;21$;30.00$;0$;0$;0$;0$;N$;00421$;MAKRO »R, s.r.o.$;0000$;0000$;0$; $;A$; $; 
2065$;OdÏv montÈrky lacl+bluza S-XL$; $;ks$;347.70$;21$;28.00$;0$;0$;0$;0$;N$;00465$;Osapo s.r.o.$;0009$;0002$;0$;O$;A$; $; 
2066$;||181128$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2067$;Koö PVC 12L kulat˝ pln˝ Ëerven˝$; $;ks$;32.90$;21$;24.30$;5$;0$;0$;0$;N$;00975$;Velkoobchod FAVE s.r.o.$;0003$;0003$;0$; $;A$;5A12$;180003
2068$;||190102$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2069$;LÌh technick˝ 1l$; $;ks$;47.09$;21$;29.50$;158$;544$;8$;0$;N$;00029$;Severochema v.d. Liberec$;0006$;0003$;19$; $;A$;3C11$;1094991
2070$;Koö PVC 12L kulat˝ dÏrovan˝ Ëern˝  31x29$; $;ks$;29.90$;21$;35.20$;0$;0$;0$;0$;N$;00975$;Velkoobchod FAVE s.r.o.$;0003$;0003$;0$; $;A$;5A12$;180001
2071$;\o\Arva bezoplachov· 500ml$; $;ks$;35.39$;21$;23.00$;0$;0$;0$;0$;N$;00228$;OMA CZ, a.s. Straz p.R.$;0000$;0000$;0$;O$;A$;2F22$; 
2072$;\o\S·Ëky malÈ 160x200/0.05 200ks$; $;rol$;36.46$;21$;28.00$;0$;0$;0$;0$;N$;00245$;Lipa velkoobchod papirem s.r.o.$;0000$;0000$;0$; $;A$; $; 
2073$;\o\Cleamen 232 6kg strojnÌ mytÌ n·dobÌ$; $;ks$;278.12$;21$;24.70$;0$;0$;0$;0$;N$;00638$;Cormen Byst¯ice$;0000$;0000$;0$;O$;A$;2L44$; 
2074$;\o\Pap.utÏrka skl·dan· 1vr.Tork 520378$;140ut$;bal$;337.76$;21$;23.00$;0$;0$;0$;0$;N$;00527$;SCA Hygiene products s.r.o.$;0000$;0000$;0$; $;A$; $; 
2075$;\o\Alpa masaûnÌ emulze 1l$; $;ks$;112.40$;21$;23.00$;0$;0$;0$;0$;N$;00066$;Alpa s.r.o. Velke Mezirici$;0000$;0000$;0$; $;A$; $;230 00496
2076$;||190104$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2077$;Pepo 320g podpalovaË pevn˝$; $;ks$;16.47$;21$;26.00$;1487$;1800$;30$;0$;N$;00029$;Severochema v.d. Liberec$;0008$;0005$;18$; $;A$;3C14$; 
2078$;||181106$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2079$;\o\Destilovan· voda Velvana 3l$; $;ks$;27.51$;21$;25.00$;0$;0$;0$;0$;N$;00228$;OMA CZ, a.s. Straz p.R.$;0000$;0000$;1$; $;A$; $; 
2080$;||190102$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2081$;Univerzal Savo 5kg Lemongrass$; $;kan$;138.78$;21$;27.70$;42$;96$;0$;0$;N$;00858$;Diversey »esk· republika s.r.o$;0002$;0001$;1$; $;A$;1B23$;100873430
2082$;||190531$; $;ks$;0.00$;21$;21.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2083$;\o\Pap.utÏrka skl·dan· 1vr.Tork 190493$;modr· 8x75ut$;bal$;243.57$;21$;23.00$;0$;0$;0$;0$;N$;00527$;SCA Hygiene products s.r.o.$;0000$;0000$;0$; $;A$; $; 
2084$;Aviv·û Coccolino 5l bÌl·$; $;kan$;197.00$;21$;25.00$;30$;0$;2$;0$;N$;00858$;Diversey »esk· republika s.r.o$;0001$;0004$;1$; $;A$;2C23$;7519601
2085$;\o\Rohoû textilnÌ Arcos 100x153cm Ëern·$; $;ks$;1680.00$;21$;28.00$;0$;0$;0$;0$;N$;01058$;VÏra NiûnÌkov· NIMPEX$;0000$;0000$;0$; $;A$; $; 
2086$;||190102$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2087$;\o\Barva SU 2013/6401 4l/3,5l ûlut·$; $;ks$;822.70$;21$;25.00$;0$;0$;0$;0$;N$;00687$;Avex Liberec s.r.o.$;0000$;0000$;0$; $;A$;3A12$; 
2088$;||190531$; $;ks$;0.00$;21$;21.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2089$;\O\Olej Shell Helix ultra 5w-40  1l$; $;ks$;125.00$;21$;23.00$;0$;0$;0$;0$;N$;00228$;OMA CZ, a.s. Straz p.R.$;0000$;0000$;0$; $;A$; $; 
2090$;WC z·vÏs Bref 4koule DeLuxe Magnol/JasmÌ$; $;ks$;25.99$;21$;25.60$;67$;0$;10$;0$;N$;00030$;Henkel CR s.r.o. Praha$;0002$;0008$;0$; $;A$;2M32$;720078
2091$;ToaletnÌ papÌr 2vrs.6620 HarmProfe16/19m$;celuloza p˘vodne 1089-Professional$;rol$;3.26$;21$;27.00$;2688$;1920$;64$;16$;N$;00981$;Miroslav KuËera - Kuku papÌr$;0005$;0001$;75$; $;A$;4B16$;6620/1089
2092$;Fridex Stabil 3l pr˘hledn˝$; $;kan$;220.15$;21$;24.00$;3$;108$;3$;0$;N$;00228$;OMA CZ, a.s. Straz p.R.$;0006$;0001$;0$;D$;A$;3I34$; 
2093$;\o\Ecolab LD 25     25kg$; $;ks$;1172.25$;21$;28.00$;0$;0$;0$;0$;N$;00237$;Ecolab Hygiene s.r.o.$;0000$;0000$;0$; $;A$; $; 
2094$;\o\S·Ëky mikrot.30x50/8mi 1000ks$; $;ks$;144.10$;21$;23.00$;0$;0$;0$;0$;N$;00713$;*$;0000$;0000$;0$; $;A$; $; 
2095$;||191218$; $;ks$;0.00$;21$;21.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2096$;\o\Barva S 2000/0841 0.375l ËervenohnÏd·$; $;ks$;34.20$;21$;21.00$;0$;0$;0$;0$;N$;00687$;Avex Liberec s.r.o.$;0000$;0000$;0$; $;A$; $; 
2097$;\o\M˝dlo pÏnovÈ Deb 3,25l Gritty$; $;ks$;580.60$;21$;25.00$;0$;0$;4$;0$;N$;01095$;Hygienick˝ servis s.r.o.$;0000$;0000$;0$; $;A$;2F13$; 
2098$;||200604$; $;ks$;0.00$;21$;20.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2099$;\o\Pap.ruË.role Tork 1vr.473246 Reflex$;mini recykl  v krt 12rolÌ$;kar$;631.56$;21$;23.00$;0$;0$;0$;0$;N$;00527$;SCA Hygiene products s.r.o.$;0000$;0000$;0$; $;A$;5L42$; 
2100$;\KN\Pragolod 60 50kg$; $;pyt$;2528.30$;21$;38.00$;0$;0$;0$;0$;N$;00942$;EURO-äarm spol. s r.o.$;0000$;0000$;0$; $;A$; $; 
2101$;\o\Sidolux mytÌ plovouc.podl.750ml zelen$; $;ks$;50.50$;21$;28.00$;0$;0$;10$;0$;N$;00206$;Espace velkoobchod drogerie s.r.o.$;0000$;0000$;0$; $;A$;2H21$; 
2102$;TekutÈ m˝dlo 5l Clear Body Natural/Blue$; $;kan$;26.90$;21$;56.30$;155$;120$;0$;0$;N$;00116$;Primo group s.r.o.$;0004$;0002$;0$; $;A$;2M24$; 
2103$;\o\Brunox Lubri Food 100ml$;mazivo vhodne v potrav. /mÌsto Silkalu$;ks$;138.60$;21$;28.00$;0$;0$;12$;0$;N$;00984$;BARVY A LAKY HOSTIVAÿ a.s.$;0000$;0000$;0$; $;A$; $; 
2104$;\AU\Hadr na podlahu 60x70$; $;ks$;12.38$;21$;23.00$;0$;0$;0$;0$;N$;01007$;Augustin Pecha-Mopservis s.r.o.$;0000$;0000$;0$; $;A$; $; 
2105$;\KN\Pragolod EFCO 3024 25kg$; $;pyt$;1525.40$;21$;37.30$;0$;0$;0$;0$;N$;00951$;Pragochema$;0000$;0000$;0$; $;A$;2F34$; 
2106$;||190531$; $;ks$;0.00$;21$;21.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2107$;\o\Drift Profesional ËistiË podlah 5l$; $;ks$;140.14$;21$;30.00$;0$;0$;0$;0$;N$;00029$;Severochema v.d. Liberec$;0000$;0000$;0$; $;A$;2F12$; 
2108$;TekutÈ m˝dlo 1l Mitia Silk Satin$; $;ks$;26.05$;21$;25.00$;18$;0$;10$;0$;N$;00179$;Tomil s.r.o.$;0004$;0002$;1$; $;A$;2D14$;9026
2109$;\O\obuv Wibram polobotka$; $;p·r$;283.60$;21$;28.00$;0$;0$;0$;0$;N$;00465$;Osapo s.r.o.$;0000$;0000$;0$; $;A$; $; 
2110$;ECO Real Green Clean 1l univerzal-podlah$; $;ks$;28.72$;21$;29.00$;52$;0$;10$;0$;N$;00001$;Zenit s.r.o. »·slav$;0002$;0001$;2$; $;A$;2G62$;31257
2111$;||181106$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
2112$;\o\Rohoû textilnÌ Arcos 100x153cm lem Ëe$;Ëern· s lemem$;ks$;1760.00$;21$;28.00$;0$;0$;0$;0$;N$;01058$;VÏra NiûnÌkov· NIMPEX$;0000$;0000$;0$; $;A$; $; 
